"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","GeneAnno"
"chr1-64921901-64922648.2",1.70649233063675e-21,1.05160920307056,0.231,0.113,2.80470547001803e-16,"DC2hm","chr1-64921901-64922648","JAK1"
"chr2-85414827-85415182.1",1.55611671829473e-13,1.05152796860967,0.146,0.072,2.5575556323533e-08,"DC2hm","chr2-85414827-85415182","CAPG"
"chr4-119040688-119041228",1.3704974173271e-10,1.05122613698722,0.113,0.055,2.25248103024796e-05,"DC2hm","chr4-119040688-119041228","SYNPO2"
"chr16-10791903-10793428",2.91573265082567e-11,1.05111581201016,0.121,0.059,4.79215239826453e-06,"DC2hm","chr16-10791903-10793428","TVP23A"
"chr18-11149074-11150214",3.64696302373745e-12,1.05087578627957,0.131,0.064,5.99396607766368e-07,"DC2hm","chr18-11149074-11150214","PIEZO2"
"chr1-229155079-229155880.2",5.27271182098604e-21,1.05070989281129,0.225,0.111,8.6659655133816e-16,"DC2hm","chr1-229155079-229155880","RP5-1065P14.2"
"chr6-71268209-71269596.1",6.8258513211851e-21,1.05048701860436,0.224,0.111,1.12186279389338e-15,"DC2hm","chr6-71268209-71269596","RP11-154D6.1"
"chr8-133752476-133753584",1.93913338180039e-10,1.05010036533887,0.11,0.055,3.18706266965804e-05,"DC2hm","chr8-133752476-133753584","CTD-2588J1.1"
"chr4-78645729-78646591",9.88472473265671e-14,1.04986406662323,0.149,0.073,1.62460393343579e-08,"DC2hm","chr4-78645729-78646591","LINC01094"
"chr9-136901224-136902835.3",3.21057996280017e-24,1.04938841840295,0.262,0.128,5.27674869786022e-19,"DC2hm","chr9-136901224-136902835","TRAF2"
"chr10-71526084-71527030",3.29698656050382e-10,1.04871545732762,0.11,0.053,5.41876226151605e-05,"DC2hm","chr10-71526084-71527030","CDH23"
"chr7-43076129-43076714",2.72699218887657e-10,1.04817714539817,0.112,0.054,4.48194801202808e-05,"DC2hm","chr7-43076129-43076714","AC005537.2"
"chr8-64756424-64757303.2",1.93624507081763e-11,1.04548613261424,0.123,0.061,3.18231558614231e-06,"DC2hm","chr8-64756424-64757303","CYP7B1"
"chr7-1047771-1048389",2.33650866627968e-09,1.04443297715319,0.1,0.049,0.000384016881846397,"DC2hm","chr7-1047771-1048389","C7orf50"
"chr6-14102293-14102799.2",7.44895428094083e-19,1.04426423696697,0.207,0.102,1.22427288084403e-13,"DC2hm","chr6-14102293-14102799","CD83"
"chr7-151795362-151795815.2",1.50461405991724e-15,1.04357495214863,0.169,0.084,2.47290843817698e-10,"DC2hm","chr7-151795362-151795815","PRKAG2"
"chr19-8208493-8210189.1",1.02816888688053e-20,1.04232440071138,0.228,0.113,1.68984697403249e-15,"DC2hm","chr19-8208493-8210189","CERS4"
"chr12-4145888-4146603.1",3.73135323564671e-21,1.0422323969235,0.23,0.115,6.13266561044716e-16,"DC2hm","chr12-4145888-4146603","RP11-320N7.2"
"chr8-26617352-26618647",1.28110377093052e-10,1.04187961185113,0.113,0.057,2.10555810271286e-05,"DC2hm","chr8-26617352-26618647","DPYSL2"
"chr10-30763419-30764307",3.13868211009851e-12,1.04029798693949,0.132,0.066,5.1585809820524e-07,"DC2hm","chr10-30763419-30764307","RP11-14C22.6"
"chr7-37728519-37729253",2.68802369549601e-09,1.03951147965096,0.1,0.049,0.000441790134473247,"DC2hm","chr7-37728519-37729253","EPDR1"
"chr1-43521681-43523451",1.4703317110976e-11,1.03526679509737,0.124,0.064,2.41656368377446e-06,"DC2hm","chr1-43521681-43523451","PTPRF"
"chr14-103260135-103261098.2",1.41351103701409e-14,1.03448657430426,0.162,0.081,2.32317606488451e-09,"DC2hm","chr14-103260135-103261098","RP11-736N17.10"
"chr2-25418979-25420181.2",3.25149987847121e-23,1.03446015795383,0.254,0.127,5.34400262526136e-18,"DC2hm","chr2-25418979-25420181","DTNB"
"chr19-10386052-10386496.2",5.53970804587618e-21,1.03239864890214,0.229,0.115,9.1047871587998e-16,"DC2hm","chr19-10386052-10386496","CDC37"
"chr6-7235798-7236787",2.11793526117188e-10,1.03146841491703,0.112,0.057,3.48093249849905e-05,"DC2hm","chr6-7235798-7236787","RREB1"
"chr20-32057143-32058040",2.91211449941979e-11,1.03068551260977,0.123,0.063,4.7862057855214e-06,"DC2hm","chr20-32057143-32058040","HCK"
"chr2-101187524-101188087",3.38721555671138e-11,1.02958767613656,0.125,0.061,5.56705812823299e-06,"DC2hm","chr2-101187524-101188087","TBC1D8"
"chr1-209607066-209608101.3",5.3489011557648e-28,1.02935020151799,0.303,0.152,8.79118649455724e-23,"DC2hm","chr1-209607066-209608101","CAMK1G"
"chr8-30076088-30076728.1",2.32775577397991e-12,1.02934136872257,0.138,0.069,3.82578300232468e-07,"DC2hm","chr8-30076088-30076728","SARAF"
"chr18-31648881-31649315.2",1.86916777486988e-12,1.02776948445457,0.142,0.069,3.07207069638738e-07,"DC2hm","chr18-31648881-31649315","B4GALT6"
"chr19-44725096-44725506",4.68798839525511e-12,1.02765052380156,0.136,0.067,7.70494332702154e-07,"DC2hm","chr19-44725096-44725506","CEACAM16"
"chr2-65359073-65359816",8.89831439026695e-10,1.02691480294016,0.107,0.054,0.000146248246161232,"DC2hm","chr2-65359073-65359816","SPRED2"
"chr12-116194790-116195854.1",2.58835803516751e-13,1.0261761837294,0.152,0.075,4.25409584869956e-08,"DC2hm","chr12-116194790-116195854","MED13L"
"chr8-33471763-33473533.2",2.28498110983963e-24,1.02611379039828,0.265,0.136,3.75548070307692e-19,"DC2hm","chr8-33471763-33473533","FUT10"
"chr12-11584407-11584841",2.21464753062205e-09,1.02590959206501,0.101,0.052,0.000363988394895387,"DC2hm","chr12-11584407-11584841","LINC01252"
"chr5-56094571-56096032",9.53446346911245e-11,1.02563773629947,0.119,0.06,1.56703674346598e-05,"DC2hm","chr5-56094571-56096032","ANKRD55"
"chr2-33497161-33497570",2.25301798235327e-09,1.02548118624262,0.103,0.052,0.000370294770489671,"DC2hm","chr2-33497161-33497570","RASGRP3"
"chr11-75100094-75100728",3.13441004127165e-10,1.02509455010615,0.115,0.057,5.15155962333202e-05,"DC2hm","chr11-75100094-75100728","SLCO2B1"
"chr17-67546525-67547154",1.10526414894867e-10,1.024704353934,0.123,0.059,1.81655689200458e-05,"DC2hm","chr17-67546525-67547154","PITPNC1"
"chr5-10563076-10564482.3",3.83350413948316e-47,1.02392409134516,0.451,0.242,6.30055572844755e-42,"DC2hm","chr5-10563076-10564482","ANKRD33B"
"chr5-35852206-35852767.1",7.09292940761132e-13,1.02379275344383,0.142,0.073,1.16575841278796e-07,"DC2hm","chr5-35852206-35852767","IL7R"
"chr15-73987880-73988450",2.94073946482661e-10,1.02349608732625,0.116,0.057,4.83325234741578e-05,"DC2hm","chr15-73987880-73988450","STOML1"
"chr6-15485915-15486628.1",1.46853743920565e-12,1.02318130999582,0.143,0.071,2.41361470820644e-07,"DC2hm","chr6-15485915-15486628","JARID2"
"chr2-227459745-227460402",2.11059280545253e-11,1.02252606605614,0.126,0.065,3.46886480540151e-06,"DC2hm","chr2-227459745-227460402","AGFG1"
"chr2-105873267-105874190.1",5.8092341786716e-12,1.02234722414746,0.134,0.068,9.54776683435571e-07,"DC2hm","chr2-105873267-105874190","NCK2"
"chr1-48793703-48794292.2",1.02501172467023e-11,1.02228409389041,0.129,0.066,1.68465802008176e-06,"DC2hm","chr1-48793703-48794292","AGBL4"
"chr12-92551700-92552359.2",2.51665306722572e-15,1.02049014452701,0.174,0.088,4.13624514863883e-10,"DC2hm","chr12-92551700-92552359","RP11-693J15.5"
"chr11-34302108-34302974",5.66098857375105e-10,1.02032111175791,0.11,0.056,9.30411777038854e-05,"DC2hm","chr11-34302108-34302974","ABTB2"
"chr4-40762793-40763712",5.12411093574146e-09,1.02030109462246,0.102,0.05,0.000842173252843788,"DC2hm","chr4-40762793-40763712","NSUN7"
"chr12-131047107-131047990",2.99262662800423e-12,1.02029771371213,0.139,0.07,4.91853149445636e-07,"DC2hm","chr12-131047107-131047990","ADGRD1"
"chr2-61905156-61906307.1",4.41563269121871e-16,1.02009817927669,0.185,0.091,7.25731310965251e-11,"DC2hm","chr2-61905156-61906307","COMMD1"
"chr7-141563976-141564662.1",9.92003793346368e-14,1.01986160112798,0.156,0.078,1.63040783455442e-08,"DC2hm","chr7-141563976-141564662","AGK"
"chr10-3877150-3877714",1.30227235614163e-09,1.01977449254646,0.106,0.054,0.000214034973093658,"DC2hm","chr10-3877150-3877714","RP11-464C19.2"
"chr3-134794876-134795958",1.29884745204451e-10,1.01876723241493,0.12,0.059,2.13472072980775e-05,"DC2hm","chr3-134794876-134795958","EPHB1"
"chr13-99365919-99366485.1",7.24763579346896e-12,1.01800050628296,0.137,0.067,1.19118518083559e-06,"DC2hm","chr13-99365919-99366485","UBAC2"
"chr11-34233935-34234644.3",2.00108558048832e-28,1.01753592575971,0.306,0.16,3.28888420581157e-23,"DC2hm","chr11-34233935-34234644","ABTB2"
"chr2-8585837-8586624.1",1.48567990407032e-35,1.01676078765631,0.373,0.191,2.44178920633477e-30,"DC2hm","chr2-8585837-8586624","AC011747.4"
"chr5-10576835-10578362.2",3.0525675927286e-27,1.01672182983983,0.299,0.153,5.01704746702909e-22,"DC2hm","chr5-10576835-10578362","ANKRD33B"
"chr21-43306933-43307994.2",1.8302477087571e-21,1.01614274742595,0.242,0.123,3.00810362172773e-16,"DC2hm","chr21-43306933-43307994","LINC00322"
"chr1-115469583-115470518.1",3.90216579930245e-12,1.01536614501606,0.14,0.07,6.41340459944354e-07,"DC2hm","chr1-115469583-115470518","NGF"
"chr19-6590146-6591343.2",9.73189413254762e-24,1.01421237589859,0.263,0.135,1.59948546015486e-18,"DC2hm","chr19-6590146-6591343","CD70"
"chr14-35287443-35287947.2",1.52113324356475e-16,1.01364744624707,0.189,0.096,2.50005854246084e-11,"DC2hm","chr14-35287443-35287947","RP11-561B11.2"
"chr15-77010806-77011294",5.76860610189256e-10,1.01318836394921,0.115,0.056,9.48099255876552e-05,"DC2hm","chr15-77010806-77011294","PSTPIP1"
"chrX-71623394-71624152",8.72454183096128e-10,1.0124532755355,0.11,0.056,0.000143392207262764,"DC2hm","chrX-71623394-71624152","CXCR3"
"chr7-94022445-94023053.1",3.09443641880051e-11,1.01219881596617,0.132,0.065,5.08586097611958e-06,"DC2hm","chr7-94022445-94023053","AC003092.1"
"chr3-183151602-183152325.2",1.70253021646561e-23,1.01176171960858,0.267,0.135,2.79819353727205e-18,"DC2hm","chr3-183151602-183152325","LAMP3"
"chr18-63158702-63159235.1",1.58294678795448e-12,1.01126004204452,0.142,0.073,2.60165219334259e-07,"DC2hm","chr18-63158702-63159235","BCL2"
"chr1-165875174-165875892",6.96373066503363e-09,1.00911771994279,0.1,0.05,0.0011445239534516,"DC2hm","chr1-165875174-165875892","UCK2"
"chr2-64179522-64180260.2",3.08095069393674e-13,1.00795160218698,0.157,0.076,5.06369651301973e-08,"DC2hm","chr2-64179522-64180260","LINC00309"
"chr19-50418275-50419372",4.89992990768032e-10,1.00744866838711,0.115,0.058,8.05327979976799e-05,"DC2hm","chr19-50418275-50419372","SPIB"
"chr1-39115122-39115989",6.84259777118807e-09,1.0067095319044,0.101,0.051,0.00112461515668361,"DC2hm","chr1-39115122-39115989","MACF1"
"chr6-3455113-3457405.2",1.56358989557031e-19,1.00631367598382,0.222,0.114,2.56983817286459e-14,"DC2hm","chr6-3455113-3457405","SLC22A23"
"chr12-124904398-124905080.2",2.58082874911563e-17,1.00346372895976,0.197,0.103,4.24172109060899e-12,"DC2hm","chr12-124904398-124905080","UBC"
"chr12-55914736-55915866.2",2.37754836663324e-12,1.00250668847586,0.144,0.073,3.90761961798005e-07,"DC2hm","chr12-55914736-55915866","PYM1"
"chr17-9020479-9021841",1.56040978331815e-10,1.00239825254644,0.124,0.062,2.56461149937255e-05,"DC2hm","chr17-9020479-9021841","NTN1"
"chr6-73560089-73561342.2",1.44679642563422e-13,1.00227837966539,0.156,0.081,2.37788226535112e-08,"DC2hm","chr6-73560089-73561342","SLC17A5"
"chr18-68721324-68723329.1",4.58801634753171e-18,1.00221391522524,0.21,0.107,7.54063426798574e-13,"DC2hm","chr18-68721324-68723329","CCDC102B"
"chr6-11854557-11855236",1.87349464672783e-09,1.00091679573573,0.107,0.055,0.000307918212662953,"DC2hm","chr6-11854557-11855236","RP3-413H6.2"
"chr10-110310804-110312082",9.15532665706617e-09,1.0005707505609,0.102,0.051,0.00150472371272211,"DC2hm","chr10-110310804-110312082","SMNDC1"
"chr7-151339538-151340347.2",1.89728939135622e-14,1.00010785027091,0.17,0.086,3.11828997916352e-09,"DC2hm","chr7-151339538-151340347","NUB1"
"chr1-229578644-229579639",1.81499234803726e-09,0.999205126888484,0.106,0.056,0.000298303067361664,"DC2hm","chr1-229578644-229579639","TAF5L"
"chr4-122710495-122711224.1",7.54302180570882e-18,0.999098655899728,0.21,0.106,1.23973334887727e-12,"DC2hm","chr4-122710495-122711224","BBS12"
"chr2-88879819-88880944",2.3002081076275e-09,0.998669838219111,0.107,0.056,0.000378050703529117,"DC2hm","chr2-88879819-88880944","AC096579.15"
"chr5-10595094-10596190.1",9.49770038902101e-12,0.998286230718245,0.141,0.07,1.56099454743755e-06,"DC2hm","chr5-10595094-10596190","ANKRD33B"
"chr6-39226051-39226925.1",2.42875036331356e-13,0.995979909630898,0.158,0.08,3.991772659624e-08,"DC2hm","chr6-39226051-39226925","KCNK5"
"chr10-69450692-69452141.2",2.15511443460951e-17,0.995936913071513,0.201,0.105,3.54203832900245e-12,"DC2hm","chr10-69450692-69452141","TSPAN15"
"chr7-2405687-2406282",4.07037059666524e-10,0.99501665286859,0.12,0.06,6.68985759414916e-05,"DC2hm","chr7-2405687-2406282","CHST12"
"chr17-5620757-5621505.2",1.47468971629313e-15,0.994958216890672,0.184,0.093,2.42372628321357e-10,"DC2hm","chr17-5620757-5621505","NLRP1"
"chr19-45409258-45409821",4.27807144312866e-11,0.99466740774107,0.129,0.066,7.0312243203541e-06,"DC2hm","chr19-45409258-45409821","ERCC1"
"chr6-157799530-157799935",8.05024015542315e-09,0.994359790336201,0.101,0.052,0.00132309722074457,"DC2hm","chr6-157799530-157799935","SNX9"
"chr12-11829884-11830666.1",6.15809227903556e-13,0.993521240024906,0.151,0.078,1.01211325652089e-07,"DC2hm","chr12-11829884-11830666","ETV6"
"chr2-102057217-102058629.2",9.34815068009556e-17,0.992656294862378,0.199,0.102,1.53641530502711e-11,"DC2hm","chr2-102057217-102058629","IL1R1"
"chr6-14036117-14036754",3.47037850557948e-09,0.992640263033132,0.105,0.055,0.000570374059284516,"DC2hm","chr6-14036117-14036754","RP3-380E11.2"
"chr9-77953538-77954618.2",3.30174359750524e-11,0.992565654171982,0.133,0.067,5.42658068967974e-06,"DC2hm","chr9-77953538-77954618","GNAQ"
"chr5-56725690-56726216",2.63902511539276e-10,0.992517983279282,0.12,0.061,4.33736972840377e-05,"DC2hm","chr5-56725690-56726216","AC008940.1"
"chr16-10502436-10503215",7.9709499303652e-10,0.992233772489218,0.116,0.058,0.000131006547580517,"DC2hm","chr16-10502436-10503215","LINC01290"
"chr1-8875384-8875762",1.33266819636074e-08,0.991426683226746,0.101,0.05,0.00219030681412869,"DC2hm","chr1-8875384-8875762","ENO1"
"chr16-15489212-15489851.1",2.82807856313016e-10,0.990995869808213,0.121,0.062,4.64808852243258e-05,"DC2hm","chr16-15489212-15489851","C16orf45"
"chr18-74950499-74951505.1",4.49340634145354e-12,0.990780212600931,0.143,0.073,7.38513799249597e-07,"DC2hm","chr18-74950499-74951505","ZNF407"
"chr16-10296821-10298047.1",3.3767109920173e-14,0.990583107266271,0.169,0.087,5.54979335093003e-09,"DC2hm","chr16-10296821-10298047","ATF7IP2"
"chr11-86286842-86287595.2",1.23549552945699e-16,0.990522163508617,0.195,0.101,2.03059867743903e-11,"DC2hm","chr11-86286842-86287595","EED"
"chr17-55444764-55446252.1",1.18027576373965e-12,0.990435769982621,0.151,0.076,1.9398422314943e-07,"DC2hm","chr17-55444764-55446252","RP11-515E23.1"
"chr2-207143131-207144629.2",1.62707661425714e-20,0.990176086177594,0.24,0.124,2.67418176936232e-15,"DC2hm","chr2-207143131-207144629","KLF7"
"chr15-45048331-45049429.1",5.66122166381484e-15,0.989687348510353,0.18,0.091,9.30450086556287e-10,"DC2hm","chr15-45048331-45049429","SORD"
"chr19-35915266-35915836",1.98575642322928e-11,0.989661375632312,0.134,0.07,3.26368996939848e-06,"DC2hm","chr19-35915266-35915836","TYROBP"
"chr17-3693798-3694266",6.36369762625903e-10,0.989504953358562,0.119,0.059,0.00010459055233638,"DC2hm","chr17-3693798-3694266","P2RX5"
"chr12-116409905-116411333.2",2.17612033165161e-15,0.988844981006689,0.184,0.094,3.576562571086e-10,"DC2hm","chr12-116409905-116411333","RP11-148B3.2"
"chr11-117459458-117460485",9.07477534744354e-09,0.988108227170537,0.102,0.052,0.00149148470222908,"DC2hm","chr11-117459458-117460485","DSCAML1"
"chr5-54772363-54773169.1",3.98001716048388e-14,0.987976627098217,0.166,0.087,6.54135720411329e-09,"DC2hm","chr5-54772363-54773169","RP11-45H22.3"
"chr4-102546541-102546922",1.33906824190138e-08,0.986575473728998,0.1,0.051,0.00220082560897702,"DC2hm","chr4-102546541-102546922","NFKB1"
"chr7-5591374-5593335.1",2.27536914100737e-43,0.9864850085636,0.454,0.245,3.73968295170266e-38,"DC2hm","chr7-5591374-5593335","FSCN1"
"chr14-21255734-21256137",2.29926643256209e-10,0.985931453537715,0.124,0.062,3.77895934523743e-05,"DC2hm","chr14-21255734-21256137","HNRNPC"
"chr13-22120358-22121097.2",1.69795424246006e-16,0.985890986778368,0.196,0.101,2.79067269519523e-11,"DC2hm","chr13-22120358-22121097","LINC00540"
"chr16-11604597-11605047",1.18163877581753e-09,0.98556294236624,0.114,0.057,0.00019420824099949,"DC2hm","chr16-11604597-11605047","LITAF"
"chr1-116586474-116587137.3",8.77896179711108e-21,0.98536096851994,0.25,0.126,1.44286626616419e-15,"DC2hm","chr1-116586474-116587137","IGSF3"
"chr12-116338223-116338574",7.26750009032986e-10,0.984242259596533,0.118,0.059,0.000119444997734616,"DC2hm","chr12-116338223-116338574","RP11-148B3.2"
"chr1-94925641-94927699.1",1.12740803577957e-13,0.98317604318267,0.169,0.085,1.85295147720551e-08,"DC2hm","chr1-94925641-94927699","CNN3"
"chr12-116861070-116861741",1.3084853943311e-08,0.982043450591154,0.102,0.052,0.00215056116985287,"DC2hm","chr12-116861070-116861741","HRK"
"chr1-40877594-40878266",2.98803674191082e-10,0.981683005071145,0.125,0.063,4.91098778716753e-05,"DC2hm","chr1-40877594-40878266","CITED4"
"chrX-46710130-46710783.2",1.81147886741733e-09,0.9811357962051,0.113,0.057,0.000297725609254375,"DC2hm","chrX-46710130-46710783","SLC9A7"
"chr12-131074324-131075069.2",5.29214262881546e-14,0.980831286130625,0.165,0.088,8.69790101758965e-09,"DC2hm","chr12-131074324-131075069","ADGRD1"
"chr9-113519883-113520604.3",9.54249718737512e-14,0.980135952332645,0.164,0.087,1.56835712523104e-08,"DC2hm","chr9-113519883-113520604","RGS3"
"chr10-3828116-3829588",1.30851259423972e-08,0.979614938056827,0.103,0.052,0.00215060587426269,"DC2hm","chr10-3828116-3829588","RP11-464C19.2"
"chr7-5532653-5533281.2",1.10821605630615e-24,0.978143882531657,0.291,0.15,1.82140849934198e-19,"DC2hm","chr7-5532653-5533281","ACTB"
"chr6-108597663-108598736.2",8.56465267130185e-17,0.978022665262826,0.202,0.105,1.40764348979182e-11,"DC2hm","chr6-108597663-108598736","FOXO3"
"chr11-35012312-35013140.1",1.04395272876353e-09,0.977649491765571,0.116,0.06,0.00017157885073593,"DC2hm","chr11-35012312-35013140","PDHX"
"chr9-130022965-130023545",9.24669884275615e-09,0.977231258934634,0.104,0.053,0.00151974118830119,"DC2hm","chr9-130022965-130023545","FNBP1"
"chr9-121503231-121503978",2.2276581304861e-10,0.97695059007645,0.125,0.065,3.66126752036043e-05,"DC2hm","chr9-121503231-121503978","DAB2IP"
"chr2-111238221-111239753.1",1.59451053228124e-10,0.976925200328919,0.127,0.065,2.62065778533083e-05,"DC2hm","chr2-111238221-111239753","MIR4435-2HG"
"chr21-44024874-44026166.3",9.40396778288998e-23,0.97683767021117,0.267,0.142,1.54558912495688e-17,"DC2hm","chr21-44024874-44026166","TRAPPC10"
"chr6-113854565-113855586.3",3.64910988377323e-19,0.975637688192323,0.233,0.12,5.99749454947549e-14,"DC2hm","chr6-113854565-113855586","MARCKS"
"chr6-156773869-156774243",1.53997873970575e-08,0.97523442074462,0.101,0.052,0.00253103205764339,"DC2hm","chr6-156773869-156774243","RP11-230C9.4"
"chr5-172815194-172816111",1.18871002853212e-08,0.975189087897801,0.105,0.052,0.00195370436739397,"DC2hm","chr5-172815194-172816111","RP11-536N17.1"
"chr6-46210280-46210786",9.96022344675251e-09,0.974529139121366,0.105,0.053,0.00163701252459101,"DC2hm","chr6-46210280-46210786","RCAN2"
"chr11-95241574-95242540.1",4.16277533201564e-12,0.973485708413043,0.147,0.077,6.8417293969343e-07,"DC2hm","chr11-95241574-95242540","SESN3"
"chr8-30324343-30325013.1",3.70687160870592e-12,0.97316492358799,0.151,0.077,6.09242883248862e-07,"DC2hm","chr8-30324343-30325013","RBPMS"
"chr1-227486450-227486989",2.54576347995158e-09,0.971631435009588,0.112,0.059,0.000418408956747442,"DC2hm","chr1-227486450-227486989","CTD-2090I13.1"
"chr20-23449064-23449852",5.43543225802624e-09,0.971028562226369,0.11,0.055,0.000893340468767903,"DC2hm","chr20-23449064-23449852","CST11"
"chr1-211632055-211633510.1",2.10235614132776e-11,0.970876773071111,0.141,0.072,3.45532743607925e-06,"DC2hm","chr1-211632055-211633510","RP11-354K1.2"
"chr10-110324329-110325357.3",7.20236984671278e-28,0.970429224414002,0.326,0.172,1.18374549615648e-22,"DC2hm","chr10-110324329-110325357","SMNDC1"
"chr5-35697921-35698878.2",3.41131856691654e-14,0.969896654114868,0.175,0.092,5.60667263065568e-09,"DC2hm","chr5-35697921-35698878","SPEF2"
"chr10-31701481-31702396.1",1.16808272794721e-13,0.96974588170676,0.166,0.088,1.91980236751764e-08,"DC2hm","chr10-31701481-31702396","RP11-472N13.3"
"chr2-207164059-207164849.1",4.00459261391348e-16,0.96762698457988,0.198,0.104,6.58174819059749e-11,"DC2hm","chr2-207164059-207164849","KLF7"
"chr4-77196628-77197262.1",8.42858052717466e-19,0.96590979784819,0.229,0.121,1.38527935254379e-13,"DC2hm","chr4-77196628-77197262","CCNG2"
"chr2-152445397-152446247.1",5.47188555285393e-11,0.965490561163463,0.135,0.07,8.99331750039307e-06,"DC2hm","chr2-152445397-152446247","FMNL2"
"chr10-62735551-62736535",8.75984076707896e-09,0.961801722335982,0.107,0.057,0.00143972362927326,"DC2hm","chr10-62735551-62736535","ZNF365"
"chr20-54608071-54608856",7.69227082190124e-09,0.960263513889475,0.11,0.056,0.00126426317093358,"DC2hm","chr20-54608071-54608856","DOK5"
"chr19-17754663-17755703.2",1.4882787089508e-14,0.959063812464428,0.183,0.096,2.44606047209610e-09,"DC2hm","chr19-17754663-17755703","FCHO1"
"chr13-43400883-43401750.1",2.55926759375953e-11,0.958949001446882,0.138,0.074,4.20628425372348e-06,"DC2hm","chr13-43400883-43401750","ENOX1"
"chr3-16521106-16521533.1",3.6207508519545e-08,0.958806978492808,0.102,0.052,0.00595088506272982,"DC2hm","chr3-16521106-16521533","RFTN1"
"chr1-19643180-19645122.1",6.23991668455649e-11,0.958719706062567,0.137,0.072,1.02556150669028e-05,"DC2hm","chr1-19643180-19645122","NBL1"
"chr19-2171297-2171629",2.29661437721074e-08,0.95861336660509,0.102,0.052,0.00377460055966472,"DC2hm","chr19-2171297-2171629","DOT1L"
"chr18-56646607-56647342.2",1.46274925219245e-12,0.957839190762893,0.158,0.082,2.4041015334409e-07,"DC2hm","chr18-56646607-56647342","TXNL1"
"chr4-119002418-119003528",9.38118404015229e-10,0.956817895278361,0.122,0.063,0.000154184450291923,"DC2hm","chr4-119002418-119003528","SYNPO2"
"chr7-47588419-47589120",6.88010857125098e-10,0.956530169025563,0.124,0.064,0.000113078024422796,"DC2hm","chr7-47588419-47589120","TNS3"
"chr17-78147157-78147968.1",2.44920925748652e-14,0.955930524320788,0.181,0.095,4.02539787514198e-09,"DC2hm","chr17-78147157-78147968","C17orf99"
"chr2-202266578-202267173",9.30121047961795e-10,0.955491801051122,0.121,0.064,0.000152870044837761,"DC2hm","chr2-202266578-202267173","NOP58"
"chr6-10523911-10524405",1.83532558232602e-08,0.955253779407413,0.105,0.054,0.00301644936083193,"DC2hm","chr6-10523911-10524405","GCNT2"
"chrX-1252610-1253582.2",2.33158249275849e-18,0.953828484944742,0.236,0.119,3.83207240597321e-13,"DC2hm","chrX-1252610-1253582","CSF2RA"
"chr7-5229527-5230939.1",1.84430802917262e-11,0.953615060116262,0.146,0.076,3.03121246134665e-06,"DC2hm","chr7-5229527-5230939","WIPI2"
"chr8-89825883-89826897.2",1.59131451431451e-10,0.953302308289267,0.133,0.069,2.61540497000161e-05,"DC2hm","chr8-89825883-89826897","RIPK2"
"chr16-11423041-11424058",6.92550070998086e-10,0.952689984283714,0.125,0.065,0.00011382406691889,"DC2hm","chr16-11423041-11424058","CTD-3088G3.8"
"chr14-102763997-102764732.2",4.93537749968832e-11,0.952538135782708,0.141,0.071,8.11153968961273e-06,"DC2hm","chr14-102763997-102764732","RP11-661D19.3"
"chr2-65605420-65606974.2",1.10063218686942e-11,0.952515326061115,0.149,0.077,1.80894403072924e-06,"DC2hm","chr2-65605420-65606974","AC074391.1"
"chr22-38210202-38210562.1",1.46091964509721e-11,0.952350445579017,0.147,0.077,2.40109448269952e-06,"DC2hm","chr22-38210202-38210562","MAFF"
"chr22-39462402-39463131.1",4.29607492476714e-12,0.950647727057028,0.152,0.081,7.06081394260104e-07,"DC2hm","chr22-39462402-39463131","MGAT3"
"chr5-170277774-170278107",1.6646194796609e-08,0.949474505080493,0.105,0.055,0.00273588534579667,"DC2hm","chr5-170277774-170278107","LCP2"
"chr20-50502865-50503369.2",6.16079212283766e-13,0.948472328168743,0.163,0.087,1.01255698934898e-07,"DC2hm","chr20-50502865-50503369","PTPN1"
"chr11-12207208-12207750",1.50922124856407e-09,0.947994634361998,0.119,0.063,0.000248048058307748,"DC2hm","chr11-12207208-12207750","MICAL2"
"chr15-44719268-44720011",6.24539876139647e-08,0.947620909279779,0.1,0.051,0.0102646251342932,"DC2hm","chr15-44719268-44720011","B2M"
"chr3-143222397-143223323",9.3210459950643e-10,0.94676079769972,0.123,0.065,0.000153196051451879,"DC2hm","chr3-143222397-143223323","SLC9A9"
"chr6-17980143-17981260.2",1.75295773011944e-15,0.946683449904292,0.196,0.105,2.88107367733781e-10,"DC2hm","chr6-17980143-17981260","KIF13A"
"chr2-85753404-85755018.1",7.45232210630517e-12,0.94536280114787,0.151,0.08,1.22482639978179e-06,"DC2hm","chr2-85753404-85755018","ATOH8"
"chr2-201126805-201127131.1",1.76651051235636e-08,0.945231416557925,0.107,0.056,0.0029033483525833,"DC2hm","chr2-201126805-201127131","CFLAR"
"chr11-75491909-75492645",3.89126551709352e-08,0.942348590800295,0.1,0.054,0.00639548944061905,"DC2hm","chr11-75491909-75492645","GDPD5"
"chr6-149468023-149469180.1",1.0630333934344e-10,0.942277931106241,0.133,0.073,1.74714853377911e-05,"DC2hm","chr6-149468023-149469180","ZC3H12D"
"chr9-113220-115174.1",5.60093837919744e-15,0.942181400409294,0.192,0.103,9.20542227312995e-10,"DC2hm","chr9-113220-115174","LINC01388"
