"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"WP47","WP47","Hedgehog signaling","1/604","16/9131",0.665772666860733,0.857383389268946,0.673743068440415,"8643",1
"WP4814","WP4814","Somatic sex determination","1/604","16/9131",0.665772666860733,0.857383389268946,0.673743068440415,"23414",1
"WP4928","WP4928","MAPK pathway in congenital thyroid cancer","1/604","16/9131",0.665772666860733,0.857383389268946,0.673743068440415,"5604",1
"WP5027","WP5027","nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell","1/604","16/9131",0.665772666860733,0.857383389268946,0.673743068440415,"10209",1
"WP53","WP53","ID signaling","1/604","16/9131",0.665772666860733,0.857383389268946,0.673743068440415,"3398",1
"WP2064","WP2064","Neural crest differentiation","6/604","101/9131",0.666026999287083,0.857383389268946,0.673743068440415,"1302/6925/4790/3198/3516/4602",6
"WP5117","WP5117","Cohesin complex - Cornelia de Lange syndrome","2/604","34/9131",0.667884433062672,0.857383389268946,0.673743068440415,"5527/9126",2
"WP5202","WP5202","Alstrom syndrome","2/604","34/9131",0.667884433062672,0.857383389268946,0.673743068440415,"26052/84062",2
"WP707","WP707","DNA damage response","4/604","69/9131",0.67823577326632,0.868947614461998,0.682830387676149,"1026/5366/1021/4616",4
"WP1946","WP1946","Cori cycle","1/604","17/9131",0.687920040334799,0.871006391578503,0.684448201630875,"6513",1
"WP3664","WP3664","Regulation of Wnt / B-catenin signaling by small molecule compounds","1/604","17/9131",0.687920040334799,0.871006391578503,0.684448201630875,"6925",1
"WP4153","WP4153","Degradation pathway of sphingolipids, including diseases","1/604","17/9131",0.687920040334799,0.871006391578503,0.684448201630875,"3988",1
"WP4522","WP4522","Metabolic pathway of LDL, HDL and TG, including diseases","1/604","17/9131",0.687920040334799,0.871006391578503,0.684448201630875,"9388",1
"WP5172","WP5172","Iron metabolism disorders","1/604","17/9131",0.687920040334799,0.871006391578503,0.684448201630875,"7037",1
"WP5483","WP5483","Hallmark of cancer: non-mutational epigenetic reprogramming","1/604","17/9131",0.687920040334799,0.871006391578503,0.684448201630875,"1788",1
"WP1544","WP1544","MicroRNAs in cardiomyocyte hypertrophy","6/604","104/9131",0.693550237365307,0.874934272849712,0.687534782048989,"7474/4790/5293/5604/5879/5290",6
"WP2857","WP2857","Mesodermal commitment pathway","9/604","154/9131",0.697961275340876,0.874934272849712,0.687534782048989,"6925/115825/55704/8554/3720/23499/1466/8728/4088",9
"WP2877","WP2877","Vitamin D receptor pathway","11/604","187/9131",0.700695210920832,0.874934272849712,0.687534782048989,"3662/7128/4345/1305/23274/6256/2308/1946/1026/3123/958",11
"WP1991","WP1991","SRF and miRs in smooth muscle differentiation and proliferation","1/604","18/9131",0.708602100422333,0.874934272849712,0.687534782048989,"4209",1
"WP2813","WP2813","Mammary gland development: embryonic development - stage 1 of 4","1/604","18/9131",0.708602100422333,0.874934272849712,0.687534782048989,"9839",1
"WP3670","WP3670","Interactions between LOXL4 and oxidative stress pathway","1/604","18/9131",0.708602100422333,0.874934272849712,0.687534782048989,"11140",1
"WP4533","WP4533","Transcription co-factors SKI and SKIL protein partners","1/604","18/9131",0.708602100422333,0.874934272849712,0.687534782048989,"6788",1
"WP4784","WP4784","Proteoglycan biosynthesis","1/604","18/9131",0.708602100422333,0.874934272849712,0.687534782048989,"64131",1
"WP5052","WP5052","Nephrogenesis","1/604","18/9131",0.708602100422333,0.874934272849712,0.687534782048989,"182",1
"WP5223","WP5223","2q21.1 copy number variation syndrome","1/604","18/9131",0.708602100422333,0.874934272849712,0.687534782048989,"5879",1
"WP5342","WP5342","Pathophysiological roles of DUX4 in FSHD1","1/604","18/9131",0.708602100422333,0.874934272849712,0.687534782048989,"1026",1
"WP5398","WP5398","NRXN1 deletion syndrome","1/604","18/9131",0.708602100422333,0.874934272849712,0.687534782048989,"2902",1
"WP78","WP78","TCA cycle (aka Krebs or citric acid cycle)","1/604","18/9131",0.708602100422333,0.874934272849712,0.687534782048989,"50",1
"WP5304","WP5304","Cholesterol metabolism","4/604","72/9131",0.710401362369872,0.875115466872073,0.687677166678941,"9388/7416/3988/27141",4
"WP4150","WP4150","Wnt signaling in kidney disease","2/604","37/9131",0.712806570388844,0.875115466872073,0.687677166678941,"7474/80326",2
"WP4844","WP4844","Influence of laminopathies on Wnt signaling","2/604","37/9131",0.712806570388844,0.875115466872073,0.687677166678941,"860/1021",2
"WP3959","WP3959","DNA IR-double strand breaks and cellular response via ATM","3/604","55/9131",0.714535520319765,0.875576669785773,0.688039585953841,"9126/6788/7189",3
"WP2446","WP2446","Retinoblastoma gene in cancer","5/604","90/9131",0.719038582676069,0.879429041571676,0.69106683003192,"9126/1026/1871/1021/7465",5
"WP2006","WP2006","miR-targeted genes in squamous cell","9/604","158/9131",0.726412777666974,0.882015707169828,0.693099465652041,"8992/64778/7412/114793/1871/407040/81539/10971/144402",9
"WP170","WP170","Nuclear receptors","2/604","38/9131",0.726606448101265,0.882015707169828,0.693099465652041,"6095/6256",2
"WP3591","WP3591","Sleep regulation","2/604","38/9131",0.726606448101265,0.882015707169828,0.693099465652041,"5021/134",2
"WP383","WP383","Striated muscle contraction pathway","2/604","38/9131",0.726606448101265,0.882015707169828,0.693099465652041,"4604/7135",2
"WP411","WP411","mRNA processing","7/604","126/9131",0.736508067529346,0.892360898298664,0.701228851994232,"8732/10659/6428/3181/10772/3183/6434",7
"WP2118","WP2118","Arrhythmogenic right ventricular cardiomyopathy","4/604","75/9131",0.740158195380837,0.892683002155476,0.701481965412991,"60/6442/3694/1829",4
"WP5114","WP5114","Nucleotide excision repair in xeroderma pigmentosum ","4/604","75/9131",0.740158195380837,0.892683002155476,0.701481965412991,"128710/2071/51426/2067",4
"WP3927","WP3927","BMP signaling in eyelid development","1/604","20/9131",0.745951087279918,0.892683002155476,0.701481965412991,"4214",1
"WP4206","WP4206","Hereditary leiomyomatosis and renal cell carcinoma pathway","1/604","20/9131",0.745951087279918,0.892683002155476,0.701481965412991,"6513",1
"WP5142","WP5142","Calcium mediated T-cell apoptosis involved in inclusion body myositis","1/604","20/9131",0.745951087279918,0.892683002155476,0.701481965412991,"4209",1
"WP5149","WP5149","Lipid metabolism in senescent cells","1/604","20/9131",0.745951087279918,0.892683002155476,0.701481965412991,"1026",1
"WP5236","WP5236","Markers of kidney cell lineage","3/604","58/9131",0.74781172668975,0.892683002155476,0.701481965412991,"7474/182/9423",3
"WP558","WP558","Complement and coagulation cascades","3/604","58/9131",0.74781172668975,0.892683002155476,0.701481965412991,"7035/629/728",3
"WP2516","WP2516","ATM signaling","2/604","40/9131",0.752524453816363,0.896654367622812,0.704602716280515,"4792/1026",2
"WP2023","WP2023","Cell differentiation - expanded index","3/604","59/9131",0.758191326476471,0.898442835586587,0.706008117771613,"860/3398/4209",3
"WP3527","WP3527","Pre-implantation embryo","3/604","59/9131",0.758191326476471,0.898442835586587,0.706008117771613,"3662/57504/55509",3
"WP3896","WP3896","Dengue-2 interactions with complement and coagulation cascades","3/604","59/9131",0.758191326476471,0.898442835586587,0.706008117771613,"7035/629/728",3
"WP4142","WP4142","Metabolism of sphingolipids in ER and Golgi apparatus","1/604","21/9131",0.762792876686452,0.900596699299515,0.707700652016051,"2583",1
"WP4970","WP4970","Galanin receptor pathway","1/604","21/9131",0.762792876686452,0.900596699299515,0.707700652016051,"1026",1
"WP5395","WP5395","Glycosaminoglycan synthesis in fibroblasts","2/604","41/9131",0.764671712886446,0.901170488592952,0.708151543139015,"64131/55501",2
"WP4352","WP4352","Ciliary landscape","12/604","215/9131",0.770162246297884,0.904313051391518,0.710621010041655,"8732/9882/80344/51646/4790/4289/25904/11336/5899/64072/5879/7465",12
"WP405","WP405","Eukaryotic transcription initiation","2/604","42/9131",0.776298069691895,0.904313051391518,0.710621010041655,"2071/25885",2
"WP466","WP466","DNA replication","2/604","42/9131",0.776298069691895,0.904313051391518,0.710621010041655,"7316/23649",2
"WP5220","WP5220","Metabolic reprogramming in pancreatic cancer","2/604","42/9131",0.776298069691895,0.904313051391518,0.710621010041655,"8050/6513",2
"WP1584","WP1584","Type II diabetes mellitus","1/604","22/9131",0.778519891228865,0.904313051391518,0.710621010041655,"23533",1
"WP3580","WP3580","Methionine de novo and salvage pathway","1/604","22/9131",0.778519891228865,0.904313051391518,0.710621010041655,"7295",1
"WP3645","WP3645","NAD+ biosynthetic pathways","1/604","22/9131",0.778519891228865,0.904313051391518,0.710621010041655,"952",1
"WP5401","WP5401","7q11.23 distal copy number variation","1/604","22/9131",0.778519891228865,0.904313051391518,0.710621010041655,"3315",1
"WP5180","WP5180","DYRK1A involvement regarding cell proliferation in brain development","3/604","62/9131",0.787268747400274,0.907449695990806,0.713085826345984,"5978/2308/1021",3
"WP167","WP167","Eicosanoid synthesis","1/604","23/9131",0.793205804687836,0.907449695990806,0.713085826345984,"80142",1
"WP4224","WP4224","Purine metabolism and related disorders","1/604","23/9131",0.793205804687836,0.907449695990806,0.713085826345984,"2915",1
"WP5046","WP5046","NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence","1/604","23/9131",0.793205804687836,0.907449695990806,0.713085826345984,"6513",1
"WP5181","WP5181","Roles of ceramides in development of insulin resistance","1/604","23/9131",0.793205804687836,0.907449695990806,0.713085826345984,"7185",1
"WP5294","WP5294","Sildenafil treatment","1/604","23/9131",0.793205804687836,0.907449695990806,0.713085826345984,"10000",1
"WP545","WP545","Complement activation","1/604","23/9131",0.793205804687836,0.907449695990806,0.713085826345984,"629",1
"WP5485","WP5485","Post-COVID neuroinflammation","1/604","23/9131",0.793205804687836,0.907449695990806,0.713085826345984,"7098",1
"WP4577","WP4577","Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway","2/604","44/9131",0.798050814557602,0.907449695990806,0.713085826345984,"6794/26100",2
"WP4753","WP4753","Nucleotide excision repair","2/604","44/9131",0.798050814557602,0.907449695990806,0.713085826345984,"2071/2067",2
"WP4936","WP4936","Perturbations to host-cell autophagy, induced by SARS-CoV-2 proteins","2/604","44/9131",0.798050814557602,0.907449695990806,0.713085826345984,"7879/11345",2
"WP5085","WP5085","Vasopressin-regulated water reabsorption","2/604","44/9131",0.798050814557602,0.907449695990806,0.713085826345984,"115/8766",2
"WP3624","WP3624","Lung fibrosis","3/604","64/9131",0.804999265428836,0.912585043467951,0.717121249483479,"6351/4092/91039",3
"WP325","WP325","Triacylglyceride synthesis","1/604","24/9131",0.806919429409899,0.912585043467951,0.717121249483479,"56894",1
"WP4686","WP4686","Leucine, isoleucine and valine metabolism","1/604","24/9131",0.806919429409899,0.912585043467951,0.717121249483479,"586",1
"WP534","WP534","Glycolysis and gluconeogenesis","2/604","45/9131",0.808209010675635,0.912585043467951,0.717121249483479,"6513/2023",2
"WP4823","WP4823","Genes controlling nephrogenesis","2/604","46/9131",0.817909739353978,0.920767532425496,0.723551156205182,"7852/8440",2
"WP2895","WP2895","Differentiation of white and brown adipocyte","1/604","25/9131",0.819725036595187,0.920767532425496,0.723551156205182,"51316",1
"WP4842","WP4842","Mammalian disorder of sexual development","1/604","25/9131",0.819725036595187,0.920767532425496,0.723551156205182,"5600",1
"WP2059","WP2059","Alzheimer's disease and miRNA effects","18/604","328/9131",0.828318536706756,0.928807787260435,0.729869293495144,"7474/51806/4790/3708/7186/2776/26100/1454/7416/5293/5604/2902/80326/840/22926/84617/10000/5290",18
"WP2878","WP2878","PPAR-alpha pathway","1/604","26/9131",0.831682655516394,0.929358684143535,0.730302195462991,"6256",1
"WP5145","WP5145","COVID-19 structural coverage map","1/604","26/9131",0.831682655516394,0.929358684143535,0.730302195462991,"7316",1
"WP2848","WP2848","Pluripotent stem cell differentiation pathway","2/604","48/9131",0.8360025074661,0.930970090069822,0.731568459291831,"3570/7474",2
"WP5053","WP5053","Development of ureteric derived collecting system","2/604","48/9131",0.8360025074661,0.930970090069822,0.731568459291831,"9620/51232",2
"WP4932","WP4932","7q11.23 copy number variation syndrome","5/604","106/9131",0.838900687534983,0.93259234507755,0.732843248470604,"7461/23332/7324/2200/4641",5
"WP5090","WP5090","Complement system in neuronal development and plasticity","5/604","107/9131",0.844752270441188,0.937486653474183,0.736689259949614,"629/728/4153/840/8547",5
"WP4673","WP4673","Male infertility","7/604","145/9131",0.852989664666706,0.941597745369952,0.739919809670035,"596/124842/94240/55423/2067/57491/140885",7
"WP2361","WP2361","Gastric cancer network 1","1/604","28/9131",0.85327449483172,0.941597745369952,0.739919809670035,"54476",1
"WP5036","WP5036","Angiotensin II receptor type 1 pathway","1/604","28/9131",0.85327449483172,0.941597745369952,0.739919809670035,"4088",1
"WP1982","WP1982","Sterol regulatory element-binding proteins (SREBP) signaling","3/604","71/9131",0.857533699519206,0.941597745369952,0.739919809670035,"51422/22926/5290",3
"WP2359","WP2359","Parkin-ubiquitin proteasomal system pathway","3/604","71/9131",0.857533699519206,0.941597745369952,0.739919809670035,"6478/84617/3303",3
"WP3942","WP3942","PPAR signaling","2/604","51/9131",0.860104971152355,0.941597745369952,0.739919809670035,"6256/7316",2
"WP5420","WP5420","ADHD and autism (ASD) pathways","20/604","371/9131",0.860204143188888,0.941597745369952,0.739919809670035,"2744/9379/5578/4988/6570/169355/5156/5021/2185/6794/5728/2915/2776/26100/3360/747/5293/2902/10000/5290",20
"WP3925","WP3925","Amino acid metabolism","4/604","91/9131",0.860834185880686,0.941597745369952,0.739919809670035,"50/2744/8050/586",4
"WP241","WP241","One-carbon metabolism","1/604","29/9131",0.863009989187607,0.941597745369952,0.739919809670035,"1788",1
"WP4969","WP4969","RAS and bradykinin pathways in COVID-19","1/604","29/9131",0.863009989187607,0.941597745369952,0.739919809670035,"4790",1
"WP5345","WP5345","1p36 copy number variation syndrome","5/604","112/9131",0.871432914542799,0.948317702935588,0.74520044011696,"4593/7186/150684/7188/4088",5
"WP129","WP129","Matrix metalloproteinases","1/604","30/9131",0.872100515064413,0.948317702935588,0.74520044011696,"9313",1
"WP4655","WP4655","Cytosolic DNA-sensing pathway","3/604","74/9131",0.87597132981401,0.9499749334238,0.746502713485228,"6351/4790/4792",3
"WP4304","WP4304","Oligodendrocyte specification and differentiation, leading to myelin components for CNS","1/604","31/9131",0.880588734919494,0.9499749334238,0.746502713485228,"4661",1
"WP4752","WP4752","Base excision repair","1/604","31/9131",0.880588734919494,0.9499749334238,0.746502713485228,"4913",1
"WP1533","WP1533","Vitamin B12 metabolism","2/604","54/9131",0.88092661958911,0.9499749334238,0.746502713485228,"3383/4790",2
"WP428","WP428","Wnt signaling","5/604","114/9131",0.880965935168903,0.9499749334238,0.746502713485228,"7474/5578/1454/80326/5879",5
"WP4838","WP4838","Regucalcin in proximal tubule epithelial kidney cells","1/604","32/9131",0.888514493612749,0.952245704231906,0.748287114852373,"5290",1
"WP5365","WP5365","4p16.3 copy number variation","1/604","32/9131",0.888514493612749,0.952245704231906,0.748287114852373,"2549",1
"WP455","WP455","GPCRs, class A rhodopsin-like","13/604","261/9131",0.889500631122508,0.952245704231906,0.748287114852373,"7852/643/1236/4988/4987/2847/57007/5021/23596/64106/2833/3360/134",13
"WP4324","WP4324","Mitochondrial complex I assembly model OXPHOS system","2/604","56/9131",0.893176529654619,0.952245704231906,0.748287114852373,"55744/55967",2
"WP408","WP408","Oxidative stress response","1/604","33/9131",0.895915004202693,0.952245704231906,0.748287114852373,"4790",1
"WP465","WP465","Tryptophan metabolism","1/604","33/9131",0.895915004202693,0.952245704231906,0.748287114852373,"169355",1
"WP5088","WP5088","Prostaglandin signaling","1/604","33/9131",0.895915004202693,0.952245704231906,0.748287114852373,"4790",1
"WP58","WP58","Monoamine GPCRs","1/604","33/9131",0.895915004202693,0.952245704231906,0.748287114852373,"3360",1
"WP1530","WP1530","miRNA regulation of DNA damage response","4/604","98/9131",0.896317826703603,0.952245704231906,0.748287114852373,"1026/5366/1021/4616",4
"WP3971","WP3971","OSX and miRNAs in tooth development","1/604","34/9131",0.902825021509967,0.954457171432922,0.750024914670303,"860",1
"WP4922","WP4922","Mitochondrial complex IV assembly","1/604","34/9131",0.902825021509967,0.954457171432922,0.750024914670303,"25953",1
"WP5432","WP5432","Omega-3-fatty acids in senescence","1/604","34/9131",0.902825021509967,0.954457171432922,0.750024914670303,"2950",1
"WP5221","WP5221","2q11.2 copy number variation syndrome","1/604","35/9131",0.909277004252407,0.959709986543731,0.754152645408968,"93082",1
"WP4320","WP4320","Effect of progerin on genes involved in progeria","1/604","37/9131",0.920926119172855,0.970422148379214,0.762570402126674,"57504",1
"WP5504","WP5504","Disorders of mitochondrial homeostatis, dynamics, protein import, and quality control","2/604","62/9131",0.923246660367309,0.971285510988047,0.763248843743963,"55750/574406",2
"WP474","WP474","Endochondral ossification","2/604","63/9131",0.927409011265764,0.971916838944533,0.763744949500056,"860/864",2
"WP4808","WP4808","Endochondral ossification with skeletal dysplasias","2/604","63/9131",0.927409011265764,0.971916838944533,0.763744949500056,"860/864",2
"WP15","WP15","Selenium micronutrient network","3/604","86/9131",0.930236743273454,0.971916838944533,0.763744949500056,"3383/7295/4790",3
"WP34","WP34","Ovarian infertility","1/604","39/9131",0.931081607880984,0.971916838944533,0.763744949500056,"4088",1
"WP43","WP43","Oxidation by cytochrome P450","2/604","64/9131",0.931357712744375,0.971916838944533,0.763744949500056,"1528/9420",2
"WP500","WP500","Glycogen synthesis and degradation","1/604","40/9131",0.935659996446744,0.974454868519871,0.765739366298053,"5527",1
"WP5234","WP5234","Bardet-Biedl syndrome","3/604","88/9131",0.936802052889274,0.974454868519871,0.765739366298053,"166379/10806/4117",3
"WP3998","WP3998","Prader-Willi and Angelman syndrome","4/604","111/9131",0.941651856032397,0.976921511060031,0.76767768623118,"4803/123606/1977/1021",4
"WP4336","WP4336","ncRNAs in Wnt signaling in hepatocellular carcinoma","3/604","90/9131",0.942792970017739,0.976921511060031,0.76767768623118,"7474/1454/80326",3
"WP1545","WP1545","miRNAs involved in DNA damage response","2/604","68/9131",0.94521016346564,0.976921511060031,0.76767768623118,"1026/1021",2
"WP2911","WP2911","miRNA targets in ECM and membrane receptors","1/604","43/9131",0.947652190607515,0.976921511060031,0.76767768623118,"3694",1
"WP716","WP716","Vitamin A and carotenoid metabolism","1/604","43/9131",0.947652190607515,0.976921511060031,0.76767768623118,"6256",1
"WP176","WP176","Folate metabolism","2/604","69/9131",0.948232935001081,0.976921511060031,0.76767768623118,"3383/4790",2
"WP2525","WP2525","Trans-sulfuration, one-carbon metabolism and related pathways","2/604","70/9131",0.951096399526667,0.978313784568765,0.768771752943486,"1788/586",2
"WP2371","WP2371","Parkinson's disease pathway","2/604","71/9131",0.953808361845724,0.979546047800291,0.769740081489531,"5600/840",2
"WP1591","WP1591","Heart development","1/604","47/9131",0.960243562601998,0.984183068059463,0.773383912588824,"23462",1
"WP4946","WP4946","DNA repair pathways, full network","4/604","120/9131",0.961537043334187,0.984183068059463,0.773383912588824,"4913/2071/51426/2067",4
"WP5390","WP5390","Pancreatic cancer subtypes","1/604","48/9131",0.962886989307017,0.984183068059463,0.773383912588824,"6513",1
"WP5287","WP5287","17q12 copy number variation syndrome","3/604","101/9131",0.967330767699203,0.98594547095231,0.774768831806664,"6351/124842/22806",3
"WP2029","WP2029","Cell differentiation - index","1/604","50/9131",0.967659001630165,0.98594547095231,0.774768831806664,"4209",1
"WP5153","WP5153","N-glycan biosynthesis","1/604","57/9131",0.980027088373297,0.99507549210585,0.781943321706866,"4248",1
"WP5461","WP5461","Primary ovarian insufficiency","4/604","136/9131",0.982240433505444,0.99507549210585,0.781943321706866,"10657/1730/64374/7049",4
"WP477","WP477","Cytoplasmic ribosomal proteins","2/604","88/9131",0.982834510602833,0.99507549210585,0.781943321706866,"6195/6233",2
"WP4803","WP4803","Ciliopathies","6/604","184/9131",0.985144822324453,0.99507549210585,0.781943321706866,"89765/79600/166379/10806/64446/4117",6
"WP5355","WP5355","Metabolic epileptic disorders","2/604","91/9131",0.985634940044294,0.99507549210585,0.781943321706866,"6513/2023",2
"WP183","WP183","Proteasome degradation","1/604","62/9131",0.985847589551545,0.99507549210585,0.781943321706866,"7316",1
"WP4536","WP4536","Genes related to primary cilium development (based on CRISPR)","2/604","103/9131",0.993013620217834,0.999521251215433,0.78543685729611,"79600/166379",2
"WP4656","WP4656","Joubert syndrome","1/604","76/9131",0.99461153578,0.999521251215433,0.78543685729611,"79600",1
"WP702","WP702","Metapathway biotransformation Phase I and II","4/604","185/9131",0.998625581662458,0.999521251215433,0.78543685729611,"9486/9420/55501/2950",4
"WP4657","WP4657","22q11.2 copy number variation syndrome","2/604","130/9131",0.998674027831354,0.999521251215433,0.78543685729611,"596/60385",2
"WP111","WP111","Electron transport chain: OXPHOS system in mitochondria","1/604","105/9131",0.999274495651717,0.999521251215433,0.78543685729611,"55967",1
"WP5329","WP5329","Cholesterol biosynthesis pathway in hepatocytes","1/604","111/9131",0.999521251215433,0.999521251215433,0.78543685729611,"9420",1
